id,company_name,company_logo,tags,Description,user_id,No_of_Assignments,No_of_Openings,if_updated,location,remote
64,Seez,https://i.ibb.co/hWhDhfm/seez.png,"{""Artificial Intelligence"",""Car shopping""}","Seez is a tech startup that developed the Seez app, leveraging proprietary AI, machine learning, and data to facilitate and automate the car shopping journey. The Seez mobile app for car shoppers offers a smart search engine for online car listings, as well as tools and services that make car shopping easier, faster, and more efficient.",2,1,1,t,"{Dubai-UAE,Beirut-Lebanon,Berlin-Germany,Copenhagen-Denmark,Lyon-France}",f
65,Administrate,https://i.ibb.co/5TSTY4C/Administrate.jpg,"{""Training Management Software"",""Course Booking Software"",""Learning Management Systems (LMS)"",""Course Scheduling"",""Course Management Software""}","Administrate is a comprehensive, configurable training management platform that helps organizations streamline enterprise learning and development. Organize, deliver, plan, automate, analyze, and scale your training program effectively -- all through one system.

Administrate equips organizations to drive their training and learning function efficiently and effectively against key business results, and is trusted by hundreds of companies and millions of learners",2,1,2,t,{Beirut-Lebanon},f
66,STARZPLAY,https://i.ibb.co/58HVS3J/Starzplay.png,"{""Movie streaming"",Entertainment}","STARZ PLAY offers Hollywood movies, TV shows, documentaries, kids entertainment and same-day-as-the-US series – plus dedicated Arabic content – to 19 countries across the Middle East and North Africa.

STARZPLAY utilizes advanced technology to provide a premium viewing experience with full HD and 4K content sourced from some of the most important studios in the entertainment business, such as 20th Century Fox, CBS, Disney, Lionsgate, Paramount, Showtime, Sony, Starz, Universal and Warner Bros. STARZ PLAY also delivers amazing value – for a low monthly fee subscribers can enjoy unlimited ad-free access to a wide choice of entertainment.",2,1,1,t,"{Dubai-UAE,Madrid-Spain,Lahore-Pakistan}",f
67,STEP,https://i.ibb.co/R6D4ny0/STEP.png,"{""Digital Media"",""Content Creation"",""Event planning"",Conference}","STEP Group is a leading digital and new media company in the Middle East with a house of modern news and entertainment brands. STEP Group’s platforms serve content and experiences to a dynamic and young Arab audience across its websites, digital video platforms, and events.",2,1,0,t,"{Dubai-UAE,Beirut-Lebanon}",f
68,Union,https://i.ibb.co/3cD3xwt/Union.png,"{Startups,Accelerators}","Union is a community management platform that connects startup founders, mentors, investors, and corporate innovators around the world. The platform streamlines operations and connects startup hubs like incubators, accelerators and coworking spaces from all over the world. It works with corporations, universities, government agencies, and other organizations to engage startups and solve challenges with precise focus and global results.

Union provides corporate innovation teams with a turnkey virtual incubator platform for recruiting, engaging, and assessing startups while building a network of mentors and experts from across their organization that can participate in the innovation process.",2,1,1,t,"{Coimbra-Portugal,""Rio de Janeiro-Brazil"",Querétaro-Mexico,Bandung-Indonesia,Barcelona-Spain,Milan-Italy,Basel-Switzerland,Kyiv-Ukraine,Ljubljana-Slovenia,Belgrade-Serbia,Davao-Philippines,""Colombo-Sri Lanka""}",f
70,Antwork,https://i.ibb.co/Njp0GMr/Antwork.png,"{Coworking,Community,Collaboration,""Shared Office Space"",""virtual events"",""event spaces""}","Antwork's vision is to become the leading launch-pad for growth & success in emerging entrepreneurial ecosystems. We are cultivating a dynamic workforce by nesting a network of entrepreneurs, freelancers and dynamic companies and building agile workspaces fully enabled with smart tools, value-added services and evolving programs.

Our goals are to lead the open source work movement, build local coworking cultures based on collaboration & networking all while nurturing a sense of belonging to a culture and a shared ambition.",2,1,1,t,"{""Beirut, Lebanon""}",f
71,ImageVision,https://i.ibb.co/tMS8zyK/Image-Vision.jpg,"{Remote,""Artificial Intelligence"",""Natural Language Processing"",""Image Analytics"",""Visual Quality Inspection"",""Eye Tracking"",""Object Detection""}","ImageVision helps businesses in solving the toughest business problems using image analytics and video analytics. With strong technical expertise in object classification, feature recognition, segmentation, pattern recognition, object detection, filtering etc. to address the business challenges of diverse industries, our solutions enable organizations to retrieve relevant information from images, text and video while reducing human effort and making their day-to-day business operations more efficient.",2,1,1,t,"{""Addison, Texas"",Hyderabad-India,Beijing-China,Islamabad-Pakistan,""Ho Chi Minh-Vietnam"",Dhaka-Bangladesh,Tokyo-Japan,Casablanca-Morocco,""Cape Town-South Africa"",""Colombo-Sri Lanka"",Tehran-Iran}",f
72,Zype,https://i.ibb.co/DYwmmTJ/zype.jpg,"{""Cloud-based video content management"",""Business Analytics"",Monetization,SaaS,OTT}","Zype is a cloud video distribution service for OTT that makes it easy for content owners to connect directly with their audiences on every screen. With Zype, enterprise content owners and brands can own and accelerate all aspects of their video distribution pipeline.

Zype provides push button app publishing, monetization, streaming, audience management, and analytics that is integrated into hundreds of OTT apps and engaged by millions of viewers every month.",2,1,1,t,"{""Buenos Aires-Argentina"",Bangkok-Thailand,Yangon-Myanmar,""Colombo-Sri Lanka"",Casablanca-Morocco}",f
73,Wangree Fresh,https://i.ibb.co/ZKsRTkP/Wangree-Fresh.png,"{""Vertical Farming"",""Sustainable Agriculture"",""Internet of Things"",""Smart Farming""}","Wangree Fresh Plant Factory is an indoor vertical farming system which aids the steady production of high-quality vegetables all year round by artificially controlling the cultivation environment (eg, light, temperature, humidity, carbon dioxide concentration, and culture solution), allowing farmers to plan production, using mobile phone for monitoring and control farming system.",2,1,1,t,"{""Nakhon Nayok, Thailand""}",f
74,NalaGenetics,https://i.ibb.co/vLfsgr5/Nala-Genetics.png,"{Biotechnology,""Personalized dosing and prescription"",""Genetic Test""}","NalaGenetics provides a DNA testing service to examine the impact particular medications have on individuals. It aims to help doctors prescribe more effective drugs, have fewer side effects and in some cases, prevent deaths from negative interactions between the patient and the medication.",2,1,1,t,{Jakarta-Indonesia},f
75,Doctor Raksa,https://i.ibb.co/7CDbwpD/Doctor-Raksa.png,"{Telemedicine,Healthcare,""Doctor Consultation""}","Doctor Raksa is Thailand's #1 telemedicine platform with more than 30,000 5-star consultations completed. We've carefully selected hundreds of Thailand's top doctors from all specialties to be at your finger tips. Consult with our certified doctors within minutes through our secure chat, audio or video consultation platform. Receive recommendations and prescriptions from doctors. Browse and order drugs and medical products from our online store (overseen and fulfilled by professional pharmacists from our pharmacy network) and get them delivered to your doorstep within less than 2 hours!",2,1,0,t,{Bangkok-Thailand},f
76,Taskworld,https://i.ibb.co/NYxmmKX/taskworld.jpg,"{""Online Project Management"",""Cloud-based Work Collaboration"",""Task Management"",SaaS}","Taskworld is a cloud-based collaboration platform that increases productivity, engagement and satisfaction at work. The platform empowers managers and team members to assign and receive tasks, add followers, consolidate comments in a single point, organize projects and access evidence-based performance evaluations. The application enables teams and organizations to collaborate by streamlining information flows and significantly enhancing execution capabilities. Taskworld simplifies the way teams work and improves how the world collaborates—one task at a time.",2,1,1,t,{Bangkok-Thailand},f
77,Nimble,https://i.ibb.co/m966Bmn/Nimble.png,"{""Ruby on Rails"",Android,Kotlin,Swift,""Web Development"",Blockchain,Golang}","We're Nimble. We build outstanding software with expertise and passion. We are a team of designers, software developers and product owners building outstanding web and mobile applications for companies of all sizes, from 1-person startups to Fortune 500 companies. We take a product development approach, creating custom software that people will love to use and empowering our clients to do what they do best - better.",2,1,1,t,"{Bangkok-Thailand,""Ho Chi Minh-Vietnam"",Dhaka-Bangladesh}",f
78,Eko,https://i.ibb.co/hg6dT4M/eko.jpg,"{""B2B Enterprise software"",""team collaboration"",""team communication"",""workflow tool""}","Eko builds tools to unlock the potential of mobile messaging in the workplace which boost enterprise productivity and security. We believe that mobile has the potential to boost enterprise productivity and security. The current lack of enterprise mobile tools means workplaces rely on unproductive tools built not for work, but for social communication",2,1,0,t,{Bangkok-Thailand},f
79,Data Wow,https://i.ibb.co/YRL9yNh/Data-Wow.png,"{""content moderation"",""image moderation"",""machine learning"",""image recognition"",""digital media""}",Data Wow is a Thai-Japanese startup focusing in AI and Machine Learning development and specialized in content moderation using machine learning and human brains power to make the digital world a better place. We are also engaged in digital media and specialized in data outsourced solution.,2,1,0,t,{Bangkok-Thailand},f
80,Andovar,https://i.ibb.co/XZJstjB/Andovar.png,"{localization,translation,voice-over,subtitling,dubbing,""content writing & creation""}","Andovar is a global provider of multilingual content solutions. Our services range from text translation and content creation, through audio and video recording, to turnkey localization of websites, software, eLearning, video and games.",2,1,0,t,"{""Singapore, SG"",""Medellín, Colombia"",Bangkok-Thailand,Kolkata-India,Budapest-Hungary}",f
81,MAQE,https://i.ibb.co/RBMc8pj/MAQE.png,"{""Strategic Design"",""Agile Development"",""Product Management"",""Design Research"",""App Development"",""Digital Transformation""}","MAQE is one part strategic design firm, one part technology company. We make software that matters.

We have always believed that ""Happy People Do Good Work""​. This belief has under-pinned our creative, problem-solving and value creation tendencies that has lead us towards a digital consulting path.",2,1,0,t,{Bangkok-Thailand},f
82,ZINE,https://i.ibb.co/JjHd9nJ/ZINE.png,"{""Influencer Marketing"",SaaS,""Audience Analytics"",""Software as a Service"",""Social Media""}","ZINE is an influencer marketing technology that uses advanced analytics to connect brands with influencers. Our transparent and data driven approach to influencer marketing enables marketers and PRs to produce maximum ROI, while our cutting edge technology eliminates the manual labour of campaigns, yet preserves your personal influencer relationships.

ZINE also creates free tools for influencers to showcase their personal brand, analyse their following and promote their services to digital marketers, agencies & PRs. The ZINE Media Kit is the first fully digital and continuously updated media kit in the market and allows influencers to quickly and effectively introduce themselves to potential partners",2,1,1,t,"{""London-United Kingdom"",Bangkok-Thailand,Dhaka-Bangladesh,Cebu-Philippines,Brisbane-Australia,""Auckland-New Zealand""}",f
83,Travelbook,https://i.ibb.co/S3t1F94/Travel-Book.png,"{Travel,Community,Booking,""Discovery platform"",Adventures}","Travelbook is a one-stop platform to discover, plan, and book experiences. People are using travelbook to keep and share travel stories, photos, videos and experiences in one, easy accessible place.",2,1,1,t,"{""Lewes, Delaware"",Bangkok-Thailand,Kathmandu-Nepal}",f
84,myPAT,https://i.ibb.co/j8fFyrT/myPAT.jpg,"{Edtech,""Concept Proficiency"",""Personalized Learning"",IITJEE,BITSAT,""Online Tests""}","myPAT is India's Largest Online Learning and Assessment Platform for JEE, BITSAT, KVPY & NTSE. By leveraging cutting edge technology and content curated by Industry experts, myPAT has improved test scores of lakhs of students.

4000+ online tests in Real Test Environment with instant reports & personalized feedback, help students identify weaknesses and improve results faster than any other traditional learning method.",2,1,3,t,"{""New Delhi, India""}",f
85,Gradeup,https://i.ibb.co/WB5tDcK/Gradeup.png,"{Edtech,testprep,""live classes"",""online learning""}","Gradeup is India’s largest exam preparation destination, loved by millions of aspirants across the country. Through our website and app, we help more than 2 crore registered students prepare actively for various exams & score better.

At our heart lies the belief that people prepare better when they prepare together; by questioning, helping & challenging each other. Hence at the very core of our being lies a community of students & expert mentors. Established in the year 2015, we have established & nurtured highly engaging exam-specific communities of students and mentors for JEE, GATE, NEET, UPSC, SSC, Banking, Teaching and State level exams.",2,1,4,t,{Noida-India},f
86,Wisesight,https://i.ibb.co/S30JnPH/Wisesight.png,"{""Social Media Monitoring"",""Social Media Analytics"",""CRM Tools"",""Data Analytics"",""Corporate Insight"",""Social Media"",""Social Media Listening""}","Wisesight is an integrated Social Media Monitoring Company. We provide Social Media Listening Reports as a service, Social Media Management Tools (CRM), Social Media Monitoring Tools and are a premier industry leader in this field, ranking #1 in Thailand.

Our goal is to define the global social media standards and ensure clients’ businesses can grow to the next level with our solutions and services.",2,1,0,t,"{""Petaling Jaya-Malaysia"",Bangkok-Thailand}",f
87,Yellow.com,https://i.ibb.co/V2z3Vg6/yellowc.png,"{Blockchain,Tokenomics,Consulting,Advisory,""Private Equity"",""Venture Capital""}","Yellow is building the future of Blockchain with seed investments, mentorship, advisory (STOs, token economics, legal, banking, marketing, fundraising and listing) and software solutions as our core offerings. Yellow also enriches the Blockchain community through our physical hubs (co-working spaces), live events (conferences and meetups), and original news and entertainment.",2,1,1,t,"{""Chiang Mai-Thailand""}",f
88,Morpheus Labs,https://i.ibb.co/XyrwVmM/Morpheus-Labs.png,"{""Blockchain-Platform as a Service"",BPaaS,Blockchain}","Morpheus Labs provides businesses with an end-to-end Blockchain-Platform as a Service (BPaaS) solution for innovation and value creation. Its solution powers up blockchain application development, offering ready-to-use development tools and applications in an agnostic environment with leading blockchain technologies.

We empower individuals and enterprises on easy prototyping, deployment, and integration of applications using blockchain technology by providing blockchain solution consultancy and proof-of-concept (POC) services to businesses, as well as engaging educational entities to nurture future batches of development talents.",2,1,1,t,"{""Singapore, SG"",""Da Nang-Vietnam""}",f
89,Geeq,https://i.ibb.co/SsF49zN/Geeq.jpg,"{Blockchain,cryptocurrency,""Enterprise Blockchain"",IoT,Infrastructure-as-a-Service,Blockchain-as-a-Service}","Geeq is a multi-chain blockchain platform secure enough for your most valuable data, cheap enough for IoT, and flexible enough for any use.",2,1,1,t,"{""Waterloo, Ontario"",Oslo-Norway}",f
91,Beat,https://i.ibb.co/jRTmZvS/Beat.png,"{Transportation,""Ride hailing"",""Machine Learning""}","Beat creates a new ride experience by connecting thousands of passengers with nearby available drivers in real time. Through the app, you can request a driver 24/7.",2,1,2,t,"{Athens-Greece,Lima-Peru,Amsterdam-Netherlands,""Buenos Aires-Argentina"",Santiago-Chile,Bogota-Colombia,""Mexico City-Mexico""}",f
95,Clipchamp,https://i.ibb.co/y6B0jWW/Clipchamp.png,"{""Video Processing"",""Cloud Computing"",""Video compression"",""Video API"",""Video editing""}","Clipchamp is a video-tech company whose unique, in-browser applications overcome limitations of both desktop and cloud-based alternatives with one simple mission: to help everyone create awesome video content! Whether it’s in a professional or private context, videos get the point across easier and are simply more fun to consume. Clipchamp exists to make sure they’re also fun to create!",2,1,3,t,"{""Brisbane, Australia""}",f
96,Homebase,https://i.ibb.co/kHzm99k/homebase.png,"{proptech,home-financing}","Homebase is a novel home-financing technology company tackling the millennial ownership crisis across Southeast Asia, starting in Vietnam. We use a combination of technology and financing to co-invest in your home so you can move in today.

Homebase provides customized co-investment plans, where home buyers could pay the portion they can afford, move in from the first day, and then buy out all or part of their stake when they are ready.",2,1,0,t,"{""Ho Chi Minh City"",Vietnam}",f
97,Hachium,https://i.ibb.co/1QfX9g7/Hachium.jpg,"{Edtech,E-learning,""Software as a Service"",SaaS,""Student Management""}","Hachium is an education-based SaaS platform that helps professionals, teachers, and schools create an online training system in just 10 minutes with features like student management, curriculum management, interactive communication, and exercise assignment.",2,1,0,t,{Hanoi-Vietnam},f
99,Waves,https://i.ibb.co/FXsp3fb/Waves.jpg,"{""Artificial Intelligence"",Audiobooks,Podcasts,""Talk shows"",""Online Radio""}","Waves is an audio platform for emerging markets. We are building a super app for all audio content: user-generated audio, audiobooks, podcasts, talk shows, online radio, online education, TV / Reality shows, and more.

Our mission is to use AI to personalize user experience in audio in the same way that YouTube has changed the way we experienced video and how Instagram changed the way we experience images. We deliver the right content to the right people, distinguish top hit contents with low quality ones.",2,1,1,t,"{""Ho Chi Minh City, Vietnam"",Jakarta-Indonesia}",f
100,bTaskee,https://i.ibb.co/Jc80DVy/bTaskee.png,"{""household cleaning services"",""maid services""}","bTaskee provides on-demand household cleaning and maid services by connecting customers with local experts through web and mobile platform.

bTaskee is a marketplace platform based in Vietnam, which provides on-demand home services, including doing chores, air conditioner cleaning services. It helps customers to instantly connect with local maids. Our platform, which is web and app-based, provides a simple and fast interface for optimal user experience. Customers are able to rate and review their maids (or helpers) to ensure the quality of the service.",2,1,1,t,"{""Ho Chi Minh-Vietnam""}",f
101,Finhay,https://i.ibb.co/gvvPcD5/Finhay.png,"{millennials,Fintech,""Financial Services"",Investment}",Finhay is a one-stop-shop for financial services in Vietnam that helps millennials build wealth wisely. Finhay is a mobile wealth management platform that allows users to invest in mutual funds based on their risk appetite.,2,1,0,t,{Hanoi-Vietnam},f
102,Mozper,https://i.ibb.co/tckJPT0/Mozper.jpg,"{Fintech,""Financial Education"",""Teenagers payments app"",""Kids debit card""}","Mozper is a debit card and app designed for kids and parents in Latin America. We let parents give their kids an allowance and set spending rules so they can't blow it all on video games. Parents can also assign chores, and track savings goals. In this way, children get a hands-on, real world financial education apt for the digital era.",2,1,1,t,"{""Mexico City, Mexico""}",f
90,Travala.com,https://i.ibb.co/T8RF853/Travala.png,"{Blockchain,Travel,""Hotel Bookings"",""Travel Accomodations"",""Best Offers""}","Travala.com is the world’s leading cryptocurrency-friendly hotel booking service with the best prices on 2 Million+ properties, worldwide. At Travala.com, we connect travellers with one of the world’s largest selection of incredible places to stay, including everything from hotels, apartments, villas and hostels to 5-star luxury resorts.",2,1,0,t,"{""Lancashire-United Kingdom"",Cebu-Philippines,Hanoi-Vietnam}",f
103,Logivan,https://i.ibb.co/Snr90gY/logivan.jpg,"{Logistics,Freight,""Goods Transportation"",""Online Truck Booking"",""Part Load Transport Service""}","Logivan is a marketplace platform that connects freights with truckers, or in short, think ‘Uber for logistics trucks’. Logivan’s platform tracks the location of freights and trucks, making it possible for drivers or truck owners to optimize the trucks’ routes and reduce their empty load return rates.",2,1,0,t,{Hanoi-Vietnam},f
98,iSalon,https://i.ibb.co/YXdYCDc/isalon.jpg,"{""Salon booking"",""Hair care"",""Software as a Service"",SaaS,""Beauty and Wellness""}","iSalon is an app for spa scheduling, hair care, hair advice, and discounts for customers. It also helps spas optimise the number of customers, analyse customers characteristics, and come up with marketing strategies.",2,1,1,t,{Hanoi-Vietnam},f
92,Vibeji,https://i.ibb.co/pbPWjT5/Vibeji.png,"{""Bite-sized experiential activities"",""Experience sharing"",""Local entertainment"",""Skill-sharing activities""}","Vibeji is world's first marketplace platform for online & offline skill-sharing activities that are bite-sized and interactive - connecting hosts to seekers of new experiences. Vibeji is an interactive platform to share knowledge and skills to enhance and entertain for a better life.
Vibeji gives creators a hand in crafting skills/passions/knowledge into a marketable experience. Then we curate those experiences into a growing library of all interests for everyone to enjoy - anywhere, anytime.",2,1,0,t,"{""Ho Chi Minh-Vietnam""}",f
93,Bizzi,https://i.ibb.co/c6jyG9s/Bizzi.png,"{Fintech,Payroll,""Tax filing"",RPA,""Financial Accounting"",Book-keeping,""Robotic Process Automation""}","Bizzi is focused on helping accountants automate financial processes like pay bill, approvals, receipt scanning, compliance, and book-keeping using its RPA (robotic process automation) technology.",2,1,0,t,"{""Ho Chi Minh-Vietnam""}",f
94,Nugit,https://i.ibb.co/Yc7gB0B/Nugit.png,"{Remote,""data reporting"",""data insights"",""marketing analytics"",""data visualisation"",""data storytelling""}","Nugit is the Data Storytelling Platform for Enterprises and Technology Companies. With information overload being the new evolutionary hurdle, data storytelling puts a human perspective on the changing world of the digital era. It goes beyond a dashboard, democratising data so your audience can connect the dots and find the opportunities that matter.

With Nugit’s Marketing Stories, Marketing departments and Agencies can gain a single view of their activities, identify opportunities, optimise and act. Our Customer Stories enable Sales and customer Operations teams to prove their platform’s value and create up-sell opportunities with automated, evocative data stories.",2,1,1,t,"{Singapore-SG,Bangkok-Thailand,""Phnom Penh-Cambodia"",""Colombo-Sri Lanka"",Hanoi-Vietnam,Dhaka-Bangladesh,Lahore-Pakistan}",f
104,Female Daily,https://i.ibb.co/vznRwvh/Female-Daily-Network.png,"{""Digital Media"",""Online Publishing"",""Brand Analytics & Profiling"",""Ecommerce Affiliate""}","Female Daily is Indonesia's largest beauty destination on a mission to revolutionise the way Indonesian women discover, share and buy beauty products, services & cosmetics.
It's home to the largest female online community and beauty enthusiast where content, community meets commerce. Share and discover most comprehensive beauty products, reviews, trends, and original editorial content.",2,1,0,t,{Jakarta-Indonesia},f
107,Flatfile,https://i.ibb.co/PmJqBqt/Flatfile-Inc.png,"{""Developer Tools"",""File Import"",""SaaS Plugin"",""CSV File Transfer"",""Data Healing""}","Flatfile is the developer of a database software designed to import, map, and normalize customer data. Flatfile  was built to transform the data import experience from painful to productive.As the world’s first intuitive data importer, Flatfile leverages aggregate learnings from its massive user base to improve the import process over time without any additional manual effort.",2,1,0,t,"{""Denver, Colorado""}",f
106,Karana,https://i.ibb.co/P6bxVrb/karana.jpg,"{""sustainable food"",""meat alternatives"",""plant based"",vegan,""whole plant"",""alternative protein""}","Karana is re-imagining Asian Food - we're on a crusade against compromise. Our range of whole -plant based Asian foods combine taste, health, and sustainability in every bite. We take natural, whole-plant ingredients and we transform them into irresistibly meaty dumplings and baos without any heavy processing or artificial nasties.",2,1,1,t,"{""Singapore,SG""}",f
105,TurtleTree Labs,https://i.ibb.co/pztTZp0/Turtle-Tree-Labs.png,"{Remote,Biotech,""dairy products"",""sustainable food""}","TurtleTree Labs is a startup addressing the value gap created by an insufficient and unsustainable animal-based dairy industry. It has created patent-protected technologies to make full-composition, full-functionality, full-flavor milk referencing humanely selected dairy cow cells then mimicking the natural process of milk production in the lab, essentially making real milk without the pollution, inefficient use of land, water and energy (natural resources), pathogen and disease risk, and tangled regulatory politics.",2,1,0,t,"{Singapore,SG}",f
108,Algomo,https://i.ibb.co/HpkzyG7/Algomo.jpg,"{""Artificial Intelligence"",""Multilingual chatbot"",""Customer support automation"",""Natural Language Processing""}","Algomo.com is a zero-code customer service platform with an integrated multilingual chatbot that helps companies expand internationally, reduce their customer service costs and get meaningful content recommendations for their website. 

Algomo's multilingual chatbot engine automates and simplifies customer service operations across all markets. It is the only product that listens and learns from every single human interaction to automatically update its understanding across all languages. Algomo is self-monitoring and proactively highlights missing content or performance issues, ensuring it is always maintained.
This democratizes customer service, accelerates a company’s expansion to international markets, and helps executives understand their customers even better.",2,1,1,t,"{""London-United Kingdom"",""Cape Town-South Africa"",Dhaka-Bangladesh,Lahore-Pakistan,""Phnom Penh-Cambodia""}",f
109,Tictag.io,https://i.ibb.co/NmzfHgx/Tictagio.png,"{Datasets,""NLP Models"",""Artificial Intelligence""}","Tictag provides high-quality datasets at scale for companies that require it for data or artificial intelligence models. We’re all about helping businesses create a competitive advantage through access to scarce labelled data.

How: A gamified platform with proprietary algorithms through a diverse, crowdsourced workforce with various backgrounds.
Focus: Training data for computer vision and natural language processing (NLP) models.",2,1,1,t,"{Bangkok-Thailand,""Phnom Penh-Cambodia"",Dhaka-Bangladesh,Karachi-Pakistan}",f
110,Taiger,https://i.ibb.co/pzJjB9P/Taiger.png,"{""Semantic Technology"",""Natural Language Processing"",""Knowledge Representation"",""Knowledge Work Automation"",""Cognitive Chatbots"",""Information Extraction""}","TAIGER is one of Asia's most valuable and fastest growing AI company. Our mission is to help organisations optimise operational efficiencies by automating complex cognitive tasks. 

We specialise in advanced AI-engineered information access and extraction solutions, that exploit the meaning of structured and unstructured information with unparalleled accuracy for industry leaders in financial services and the government - significantly reducing costs, human risks, and increasing efficiency and trimming processes for organisations.",2,1,0,t,"{""Madrid, Spain"",Hyderabad-India,Dhaka-Bangladesh,Yangon-Myanmar}",f
111,Accredify,https://i.ibb.co/98zrsW0/Accredify.png,"{Remote,Blockchain,Certification,""Brand protection"",Verification,""Tamper-proof digital certification""}","Accredify helps institutes issue tamper-proof digital certificates using the OpenCerts standard to help maintain their brand integrity, protect their students and stand out from the rest.",2,1,1,t,"{Hyderabad-India,Lahore-Pakistan,Jakarta-Indonesia,Dhaka-Bangladesh,Hanoi-Vietnam,Yangon-Myanmar,Bangkok-Thailand,""Phnom Penh-Cambodia"",Manila-Philippines,Kathmandu-Nepal,""Colombo-Sri Lanka"",Manama-Bahrain,Beirut-Lebanon}",f
112,ZigWay,https://i.ibb.co/KKry2VC/ZigWay.jpg,"{Fintech,Nano-loans,""monthly subscriptions of essential goods""}","Zigway is a Fintech Social Enterprise based in Yangon, Myanmar. At Zigway we use technology to help low-income families break free of poverty and empower women in local communities. Through our subscription service for household essentials and affordable nano-loans, we strive to lift 20 million people out of poverty by 2030.",2,1,0,t,{Yangon-Myanmar},f
113,Impact Terra,https://i.ibb.co/r4GnPQ3/Impact-Terra.png,"{Agritech,Agribusinesses}","Impact Terra is a fast growing start up technology company based in Yangon, Myanmar. We at Impact Terra develop, implement, and teach mobile solutions for farmers, agribusinesses and other agricultural stakeholders. Our mission is to improve the livelihoods of rural populations by improving food security for all!

We use smartphones and our proprietary mobile app platform to support millions of farmers, retailers, and other users in their daily business and information requirements. As Myanmar is leapfrogging from no to full connectivity and smartphone use, we believe we can have an incredible positive impact on the lives of many people. We work with NGOs, CSOs and other parties to provide users with the information they need.",2,1,1,t,{Yangon-Myanmar},f
114,KyoPay Technologies,https://i.ibb.co/S73ZYbR/Kyopay.jpg,"{""Invoice Discounting"",""SME Growth"",""Invoice Receivables"",Fintech,""Financial Services""}","KyoPay Technologies, an online marketplace for invoice receivables, enables and empowers Small and Medium Enterprises within the Republic of the Union of Myanmar by offering an alternative solution to liquidity. Our company opens its doors to businesses looking to boost their cash flow and connects them to third-party investors willing to invest in an under-utilized asset class.

Using a model proven in emerging markets, KyoPay offers SMEs the opportunity to auction off their invoice receivables from financially-sound clients in order to secure cash for business growth.",2,1,0,t,{Yangon-Myanmar},f
115,Flexible Pass,https://i.ibb.co/k3ngHJf/Flexible-Pass.png,"{""Wellness & Fitness"",""Fitness Pass""}","Flexible Pass is the No.1 Fitness Pass in Myanmar which gives the people access to over 50 gyms/fitness centres all across Yangon, Myanmar to do a wide variety of fitness activities. The vision of Flexible Pass is to help people in Myanmar live a healthier lifestyle by providing them affordable and flexible fitness options.",2,1,0,t,{Yangon-Myanmar},f
116,Karzo,https://i.ibb.co/G27SVy4/Karzo.png,"{""Supply Chain"",Logistics,Transportation,Freight}","Karzo manages the largest virtual truck fleet in Myanmar providing goods transportation for SME and large enterprises moving cargo anywhere in the country. It is the first online transportation service in Myanmar to easily connect independent truck drivers, fleet owners, third-party logistics and commercial logistics providers directly with businesses needing reliable and trackable distribution and delivery.",2,1,0,t,{Yangon-Myanmar},f
117,Better HR,https://i.ibb.co/w0sq31x/Better-HR.png,"{""Human Resources"",""Employee Management"",""Employee Records"",Payroll,""Documents Management""}","Better HR is a mobile-first cloud-based HR solution made for companies that are ready to take on the future. Better HR digitizes the entire administration from Employee Engagement to Payroll, Office Equipment management, Work Schedule, Documents Management and more.",2,1,0,t,{Yangon-Myanmar},f
119,Tun Yat,https://i.ibb.co/6wF2GNg/TunYat.png,"{AgriTech,""Farming Machinery Rental""}","Tun Yat is the first ever Myanmar online platform which connects farmers(who want to rent agricultural machines) and machine suppliers(either big suppliers or individual suppliers). Mainly focusing on mechanization, Tun Yat wants to raise farming sector up to the next level. And it also focuses on creating greater yield for farmer crops with reliable machinery, improved access, utilisation and delivery.

Everyone in farming sector might not have a promising future, but with Tun Yat, farmers, machine owners, machine suppliers, machine agents and machine operators will have a carefree future.",2,1,0,t,{Yangon-Myanmar},f
120,Goama,https://i.ibb.co/jkQsqrC/Goama.png,"{Entertainment,Gaming,""Premium Subscription"",""Netflix of Games""}","We are the NETFLIX of GAMES for Emerging Countries. Goama delivers competitive fun games on a single platform where we can come together, learn, earn, and be entertained. We help people develop skills, bond together, and bring out the best version of themselves through games",2,1,0,t,"{Singapore,SG,Dhaka-Bangladesh,Yangon-Myanmar,""Kuala Lumpur-Malaysia"",""Phnom Penh-Cambodia"",""Colombo-Sri Lanka""}",f
121,Mote Poh,https://i.ibb.co/jwjvcSP/Motepoh.jpg,"{""Employee Benefits"",""Loyalty Programs""}","Mote Poh (မုန့်ဖိုး) is Myanmar's leading employee benefits program. We help companies acquire, engage and retain their most valuable stakeholders - donors, employees and customers - with the best benefits and widest network in Myanmar.",2,1,0,t,{Yangon-Myanmar},f
122,Shuttle,https://i.ibb.co/0p7HXZP/Shuttle.png,"{""Food Delivery"",""Premium Food Delivery"",Restaurants,""Food Discovery platform""}","Shuttle is a food solution platform which connects people to restaurants in their area and gives them the option to schedule a pickup or get food delivered. The easy-to-use interface makes it effortless to browse photo menus from local restaurants, see reviews, and connect to favorites. We offer a fully bilingual service where customers can place orders in either English or Korean.",2,1,1,t,"{""Seoul-South Korea""}",f
123,wadiz,https://i.ibb.co/PNBTSJ0/wadiz.jpg,"{crowdfunding,startups,entrepreneurs,""reward based""}",wadiz is the largest crowdfunding platform in Korea. It is for the company in need of funding such as entrepreneurs or start-ups. wadiz handles reward and equity-based crowdfunding with more than a 60% market share in Korea.,2,1,4,t,"{""Seongnam, South Korea""}",f
